Nike                                                                                       ,                            ,             ,                                                    ,                                                                                                    ,                                 ,                   ,                , 
Factory Name                                                                               , Factory Type               , Product Type, Supplier Name                                      , Address                                                                                            , City                            , State             , Postal Code    , Country
"JOY VINA FASHION CO., LTD"                                                                , FINISHED GOODS             , Apparel     , JOY VINA FASHION                                   , Tu Dong Village                                                                                    , Hung Yen                        , Hung Yên          , 39000          , Vietnam
"Long Yue Shoes Industrial Hui Zhou Co.,Ltd."                                              , FINISHED GOODS - COMPONENTS, Footwear    , DEAN SHOES                                         , Longting Industrial Zone Longxi Town Boluo County                                                  , Huizhou                         , Guangdong         , 516000         , China
"JIAXING QUANG VIET GARMENT CO., LTD."                                                     , FINISHED GOODS             , Apparel     , QUANG VIET                                         , Pingxingxian Tongxinduan 318 Xindai Town                                                           , Ping Hu                         , Zhejiang          , 314211         , China
"PREMIER GLOBAL (VIETNAM) GARMENT FACTORY CO., LTD"                                        , FINISHED GOODS             , Apparel     , NICE APPAREL                                       , LOT C  STREET 1 DONG AN INDUSTRIAL PARK BINH HOA WARD                                              , THUAN AN CITY                   , Bình Duong        , 82000          , Vietnam
"WP Sports (Cambodia) Co., Ltd."                                                           , FINISHED GOODS             , Equipment   , "WP SPORTS (CAMBODIA) CO., LTD."                   , Trapeang Ta Ei Village                                                                             , Svaay Rieng                     , Svaay Rieng       , 200605         , Cambodia
"CCH TOP VN CO., LTD."                                                                     , FINISHED GOODS             , Apparel     , CHUAN CHENG                                        , Tan Thuan Road Tan Thuan                                                                           , HO CHI MINH                     , Ho Chi Minh       , 70000          , Vietnam
Style Textile(Pvt.) Limited-SAP                                                            , MATERIALS                  , Apparel     , STYLE TEXTILE                                      , Two and half Km off Manga Raiwind Road                                                             , Kasur/Lahore                    , Punjab            , 55270          , Pakistan
Jade Textile Alexandria                                                                    , FINISHED GOODS             , Apparel     , YESIM                                              , New Borg El Arab city                                                                              , Alexandria                      , Ad Daqahliyah     , 21934          , Egypt
Gain Lucky (Vietnam) Limited                                                               , MATERIALS                  , Apparel     , SHENZHOU                                           , NO 40 6 N14 Street                                                                                 , Phuoc Dong Ward                 , Tây Ninh          , 80700          , Vietnam
PONY LEATHER CORPORATION (TAIWAN)                                                          , MATERIALS                  , Footwear    , PONY LEATHER CORPORATION                           , NO 191 SEC 3 CHUNG SHAN ROAD                                                                       , Changhua                        , Changhua          , 512            , Taiwan
PT Pratama Abadi Industri                                                                  , FINISHED GOODS             , Footwear    , PRATAMA                                            , Jl. Raya Serpong Km. 7                                                                             , Tangerang Selatan               , Banten            , 15325          , Indonesia
"Zhejiang Top Circle Textiles Co.,Ltd"                                                     , FINISHED GOODS             , Apparel     , ZHEJIANG TOP                                       , Building 6 No 671 Xingping 4th Road                                                                , Jiaxing                         , Zhejiang          , 314200         , China
Taitat Putra Rejeki                                                                        , FINISHED GOODS             , Equipment   , PT MAP                                             , JL. Industri No. 54 Citeureup Kab. Bogor                                                           , Bogor                           , Jawa Barat        , 16110          , Indonesia
"Goodmate (Cambodia) Headwears Co., Ltd"                                                   , FINISHED GOODS             , Apparel     , GOODMATE                                           , Phum Boeng Thom2 Sangkat Boeng Thom Khan Pou Sen Chey                                              , Phnom Penh                      , Phnom Penh        , 120907         , Cambodia
"Xiamen Kaiyuan Technology Co.,Ltd"                                                        , FINISHED GOODS             , Apparel     , XIAMEN KAIYUAN                                     , 2nd floor No 250 Jinting North Road                                                                , Xiamen                          , Fujian            , 361023         , China
"PHUC TAI TAY NINH CO., LTD"                                                               , FINISHED GOODS             , Footwear    , SPORTS GEAR                                        , Lot B7 Tan Hoi Industrial cluster                                                                  , Tay Ninh                        , Tây Ninh          , 80000          , Vietnam
Avery Dennison RIS Italia S.r.l.                                                           , FINISHED GOODS - COMPONENTS, Footwear    , AVERY DENNISON                                     , Strada Provinciale Bonifica 39 41                                                                  , Ancarano                        , Teramo            , 64010          , Italy
AVERY DENNISON RIS HONDURAS S DE R                                                         , FINISHED GOODS - COMPONENTS, Apparel     , AVERY DENNISON                                     , ZIP BUFALO                                                                                         , Villanueva                      , Cortés            , 504            , Honduras
Jade Apparel Industries                                                                    , FINISHED GOODS             , Apparel     , YESIM                                              , 3RD INDUSTRIAL ZONE                                                                                , ALEXANDRIA                      , AI Iskandariyah   , 21533          , Egypt
"Yichun Yisen Industry Co., Ltd"                                                           , FINISHED GOODS - COMPONENTS, Footwear    , POU CHEN                                           , Economic and Technological Development Zone                                                        , Yichun city                     , Jiangxi           , 336000         , China
PT MAS ARYA INDONESIA                                                                      , FINISHED GOODS             , Apparel     , MAS HOLDINGS                                       , Tugu Wijaya Road VI 7 Kawasan Industri                                                             , Semarang                        , Jawa              , 50181          , Indonesia
"Fujian Lifeng Footwear Industrial Development CO.,LTD."                                   , FINISHED GOODS             , Footwear    , FENG TAY                                           , Wutang Town Hanjiang District Putian City Fujian Province                                          , Putian                          , Fujian            , 351119         , China
Ajara Textile Ltd (Poti)                                                                   , FINISHED GOODS             , Apparel     , MILTEKS                                            , 31 Motserelia Str                                                                                  , Poti                            , Samegrelo-Zemo Sva, 4400           , Georgia
WELLPOWER SPORTING GOODS CO LTD                                                            , FINISHED GOODS             , Equipment   , WELLPOWER                                          , NO 112 LIAOFU ROAD                                                                                 , Dongguan                        , Guangdong         , 523425         , China
"HONG SHENG LEATHER DONGGUAN IND. CO., LTD"                                                , FINISHED GOODS             , Equipment   , GUANG DER                                          , No25                                                                                               , Dong Guan                       , Guangdong         , 523121         , China
Stretchline (Zhongshan) Limited                                                            , MATERIALS                  , Apparel     , STRETCHLINE                                        , Industrial area                                                                                    , Zhongshan                       , Guangdong         , 528459         , China
PT. CCH INDONESIA                                                                          , FINISHED GOODS             , Apparel     , CHUAN CHENG                                        , Jl Desa Giriasih No 16                                                                             , Bandung Barat                   , Jawa Barat        , 40552          , Indonesia
SongSen Garment Suzhou Ltd                                                                 , FINISHED GOODS             , Apparel     , RAMATEX                                            , 168 Liu Feng Road                                                                                  , Suzhou                          , Jiangsu           , 215124         , China
YKK (THAILAND) CO LTD                                                                      , MATERIALS                  , Apparel     , YKK                                                , 689 Sukhumvit Rd KM 35                                                                             , Samutprakarn                    , Samut Prakan      , 10280          , Thailand
"NAN YANG GARMENT CO.,LTD"                                                                 , FINISHED GOODS             , Apparel     , NAN YANG                                           , 166 168 170 172 Moo 1                                                                              , Sampran                         , Nakhon Pathom     , 73110          , Thailand
COOPERSHOES - COOPERATIVA DE TRABALHO E INDUSTRIA DE CALCADOS JOANETENSE LTDA Las Flores   , FINISHED GOODS             , Footwear    , COOPERSHOES                                        , Calle El Molino 134 Sector Industrial Las Flores                                                   , Las Flores                      , Buenos Aires      , 7200           , Argentina
PT. CHANGSHIN  REKSA JAYA                                                                  , FINISHED GOODS             , Footwear    , CHANGSHIN                                          , Kp Karang Mekar RT 002 RW 008                                                                      , GARUT                           , Jawa Barat        , 44152          , Indonesia
Higuchi Kaban Kobo                                                                         , FINISHED GOODS             , Equipment   , CROSTER                                            , 2-4-18 Motogo                                                                                      , Saitama                         , Saitama           , 332-0011       , Japan
Viet Long Giang Garment Joint Stock Company                                                , FINISHED GOODS             , Apparel     , SOUTH ISLAND                                       , Highway 91 Group 9                                                                                 , Can Tho City                    , Can Tho           , 900000         , Vietnam
"Shishi Hongting Clothing Co., LTD"                                                        , FINISHED GOODS             , Apparel     , SHISHI HONGTING                                    , 2 Fuyuan West Road Shishi City Fujian province China                                               , shishi                          , Fujian            , 362799         , China
"Wilson Leather Cambodia Co., LTD."                                                        , FINISHED GOODS             , Equipment   , WILSON LEATHER CAMBODIA                            , THLORK VILLAGE                                                                                     , Samraong Tong District          , Kampong Spueu     , 50113          , Cambodia
"Green TG Co., Ltd"                                                                        , FINISHED GOODS             , Apparel     , GREEN TEXTILES                                     , "Lot AIII-11, Tan Huong Industrial Park , Tan Huong Ward,"                                         , Tien Giang                      , Tin Giang         , 82000          , Vietnam
TOPSHOES IND CALCADOS SA                                                                   , FINISHED GOODS             , Footwear    , COOPERSHOES                                        , RODOVIA CE 377 SN                                                                                  , QUIXERE                         , Ceará             , 62920000       , Brazil
"Hao’s Fitness Equipment (Shanghai) Co., Ltd. TRADING LTD"                                 , FINISHED GOODS             , Equipment   , JOSH SHANGHAI INDUSTRIAL                           , No188 Gangde Road Songjiang District Shanghai                                                      , Shanghai                        , Shanghai          , 201616         , China
SHAOYANG STELLA FOOTWEAR COMPANY LIMITED                                                   , FINISHED GOODS             , Footwear    , STELLA                                             , JIXIAN ROAD                                                                                        , SHAOYANG CITY                   , Hunan             , 422000         , China
Ningbo Eastex                                                                              , FINISHED GOODS             , Apparel     , NINGBO EASTEX                                      , No 218 Shun Tai Road Zhenhai District                                                              , Ningbo                          , Zhejiang          , 32151          , China
"Lijing Regina Miracle Intimate Apparel (Zhaoqing) Co., Ltd"                               , FINISHED GOODS             , Apparel     , REGINA MIRACLE                                     , No 16 Keji 2nd Road                                                                                , Zhaoqing                        , Guangdong         , 518132         , China
"Chang Wong Industrial Co., Ltd."                                                          , FINISHED GOODS             , Equipment   , CHANG WONG INDUSTRIAL                              , No 139 Ln 92 Feng Nan St                                                                           , Taichung City                   , Taichung          , 420012         , Taiwan
"The Haddad Apparel Wuxi, Co., LTD"                                                        , FINISHED GOODS             , Apparel     , HADDAD                                             , Floor 4 No 28 19 Nanhu Center Road                                                                 , Wuxi                            , Jiangsu           , 214125         , China
Pou Chen Vietnam Enterprise Ltd.                                                           , FINISHED GOODS             , Footwear    , POU CHEN                                           , "Nguyen Ai Quoc Street, An Hoa Quarter, Hoa An Ward,"                                              , Bien Hoa City                   , Ðng Nai           , 76113          , Vietnam
"A & K Designs, Inc."                                                                      , FINISHED GOODS             , Apparel     , A & K DESIGNS                                      , 8564 NE Alderwood Road                                                                             , Portland                        , Oregon            , 97220          , USA
Sewing Jonah                                                                               , FINISHED GOODS             , Apparel     , SEWING JONAH                                       , 11 71 8 Chome Chikami Minami Ku                                                                    , Kumamoto -city                  , Kumamoto          , 861 4101       , Japan
PT Sport Glove Indonesia                                                                   , FINISHED GOODS             , Equipment   , PT SPORT                                           , Dusun Krandon Desa Pandowoharjo Sleman Yogyakarta Indonesia                                        , Sleman                          , Yogyakarta        , 55512          , Indonesia
PRIME ASIA (VIETNAM)                                                                       , MATERIALS                  , Footwear    , PRIME ASIA                                         , LOT V 2 MY XUAN A2 INDUSTRIAL ZONE TAN THANH DISTRICT                                              , VungTau                         , Bà Ra - Vung Tàu  , 78000          , Vietnam
"DONA VICTOR FOOTWEAR CO., LTD"                                                            , FINISHED GOODS             , Footwear    , FENG TAY                                           , SONG MAY INDUSTRIAL ZONE BAC SON WARD                                                              , TRANG BOM DISTRICT              , Ðng Nai           , 76313          , Vietnam
TKG TAEKWANG MOC BAI JOINT STOCK COMPANY                                                   , FINISHED GOODS             , Footwear    , TAEKWANG                                           , "Hiep Thanh Commercial Area, Loi Thuan Commune"                                                    , Tay Ninh                        , Tây Ninh          , 80000          , Vietnam
"Papillion Textile (Cambodia) Co., Ltd"                                                    , FINISHED GOODS             , Apparel     , TUNTEX                                             , Vattanac II Industry Park National Road No 3                                                       , Phnom Penh                      , Phnom Penh        , 120505         , Cambodia
"Fujian Zhuojian Garment Technology Co., Ltd"                                              , FINISHED GOODS             , Apparel     , FUJIAN ZHUOJIAN                                    , Floor5 No4JinlongRoad                                                                              , Quanzhou                        , Fujian            , 362712         , China
"Hip Keung (Cambodia) Manufacturing Co., Ltd."                                             , FINISHED GOODS             , Apparel     , HIP KEUNG                                          , "Preah Khe Village Kahang Commune,Phnom Penh,Kampong Spueu,50802"                                  , Phnom Penh                      , Kampong Spueu     , 50802          , Cambodia
East Wind Footwear Company Limited (India Branch) - Unit I                                 , FINISHED GOODS             , Footwear    , FENG TAY                                           , Plot No 3D Unit I SIPCOT Industrial Park                                                           , Tamil Nadu                      , Tamil Nadu        , 631701         , India
PT Nikomas Gemilang                                                                        , FINISHED GOODS             , Footwear    , POU CHEN                                           , Jalan Raya Serang KM71 Desa Tambak Kibin                                                           , Serang                          , Banten            , 42186          , Indonesia
Supertex El Salvador S.A. de C.V.                                                          , FINISHED GOODS             , Apparel     , SUPERTEX                                           , Km 76 5 By Pass Norte                                                                              , Chalchuapa                      , Santa Ana         , 2205           , El Salvador
"JINGNING XUANCHEN TECHNOLOGY CO., LTD."                                                   , FINISHED GOODS             , Apparel     , JINGNING XUANCHEN TECHNOLOGY                       , 99 Tuanjie East Road Hongxin Street Jingning County                                                , Lishui                          , Zhejiang          , 323500         , China
"QINGDAO MAITE FITNESS EQUIPMENT CO.,LTD"                                                  , FINISHED GOODS             , Equipment   , QINGDAO MAITE                                      , 500m North of Yangshankuang Village                                                                , Qingdao                         , Shandong          , 266205         , China
"Unipax Co., Ltd"                                                                          , FINISHED GOODS             , Apparel     , HWASEUNG CROWN                                     , Plot 1012 101 4 Amata Rd 3                                                                         , Bien Hoa City                   , Ðng Nai           , 2513           , Vietnam
SAMBU FINE CHEMICAL CO LTD (KOREA)                                                         , MATERIALS                  , Footwear    , SAMBU FINE CHEMICAL                                , 167 SEOBU RO 1637 BEON GIL                                                                         , Gyungnam                        , Gyeongsangnamdo   , 50888          , South Korea
PT Victory Chingluh Indonesia                                                              , FINISHED GOODS             , Footwear    , CHING LUH                                          , Jl Otonom Pasar Kemis No 48 and 49                                                                 , Tangerang                       , Banten            , 15560          , Indonesia
"Dona Pacific (Vietnam) Co., Ltd."                                                         , FINISHED GOODS             , Footwear    , FENG TAY                                           , Song May Industrial Zone Bac Son Ward                                                              , Dong Nai                        , Ðng Nai           , 76313          , Vietnam
Ningbo Bell Garment Industrial Co. Ltd                                                     , FINISHED GOODS             , Apparel     , NINGBO BELL                                        , No 422 Jianghu Road Jiangbei Investment Zone C                                                     , Ningbo                          , Zhejiang          , 315033         , China
Viet Tien Garment Corporation                                                              , FINISHED GOODS             , Apparel     , SOUTH ISLAND                                       , 7 Le Minh Xuan                                                                                     , Ho Chi Minh                     , Ho Chi Minh       , 7000           , Vietnam
EVEREST TEXTILES CHINA                                                                     , MATERIALS                  , Apparel     , EVEREST TEXTILE                                    , 197 Baisha Road Xinghuo Development Zone                                                           , Shanghai                        , Shanghai          , 200000         , China
PT PRATAMA ABADI INDUSTRI                                                                  , FINISHED GOODS             , Footwear    , PRATAMA                                            , Jl Sukabumi Cianjur KM14 Sukabumi West Java                                                        , Sukabumi                        , Jawa Barat        , 43191          , Indonesia
COSMO-E-MART NON-WOVEN COMPANY LIMITED                                                     , MATERIALS                  , Footwear    , COSMOPOLITAN TEXTILE                               , Road 1 Duc Hoa Ha Industrial Park                                                                  , Duc Hoa District                , Long An           , 850000         , Vietnam
DONGJIN TEXTILE VINA                                                                       , MATERIALS                  , Footwear    , DONGJIN                                            , LOT D8 1 ROAD NO 2                                                                                 , Dong Nai                        , Ðng Nai           , 76123          , Vietnam
Almaxtex Tekstil Sanayi ve Ticaret A.S.                                                    , FINISHED GOODS             , Apparel     , YESIM                                              , Karapinar Mah Ankara Yolu Cad                                                                      , Bursa                           , Bursa             , 16580          , Turkey
"Chun Yu Ribbon ENT Co., Ltd."                                                             , MATERIALS                  , Apparel     , CHI YANG RIBBON                                    , "No 557 Sec, 4 Zhangshui Rd, Pitou Township"                                                       , Changhua                        , Changhua          , 523            , Taiwan
Cygnus Investments S.A. de C.V.                                                            , FINISHED GOODS             , Apparel     , CYGNUS                                             , Km 30 and a half Carretera al Aeropuerto Internacional                                             , Olocuilta                       , La Paz            , 1608           , El Salvador
"Walt Technology Group Co., Ltd."                                                          , FINISHED GOODS             , Equipment   , ZHEJIANG WALT                                      , 48 Shijing Road                                                                                    , Haining                         , Zhejiang          , 314400         , China
"Pinghu Lipai Bags and Luggage Co., Ltd."                                                  , FINISHED GOODS             , Apparel     , PINGHU LIPAI                                       , No123 Hehe Road                                                                                    , Pinghu                          , Zhejiang          , 314200         , China
MAS Fabrics (Private) Limited - Matrix                                                     , MATERIALS                  , Footwear    , MAS HOLDINGS                                       , MAS Fabric park                                                                                    , Warakapola                      , Kegalla           , 71610          , Sri Lanka
AURORA VIETNAM INDUSTRIAL FOOTWEAR CO. LTD                                                 , FINISHED GOODS             , Footwear    , HUALI                                              , Thien Huong Commune                                                                                , Hai Phong                       , Hai Phong         , 180000         , Vietnam
RAMATEX INDUSTRIAL SUZHOU LTD                                                              , FINISHED GOODS             , Apparel     , RAMATEX                                            , 88 SU HONG XI LU SUZHOU INDUSTRIAL PARK                                                            , Suzhou                          , Jiangsu           , 215021         , China
TKG ECO MATERIAL SYNTHETIC (TR1) (KOREA)                                                   , FINISHED GOODS - COMPONENTS, Footwear    , TKG ECO MATERIAL                                   , 11 Noksansandan 382ro 49beongil Gangseogu                                                          , Busan                           , Busan Gwangyeogsi , 46756          , South Korea
"NINGBO SHENZHOU KNITTING CO., LTD"                                                        , MATERIALS                  , Apparel     , SHENZHOU                                           , No 18 Yongjiang Rd                                                                                 , Ningbo                          , Zhejiang          , 315800         , China
DASS NORDESTE CALÇADOS E ARTIGOS ESPORTIVOS LTDA                                           , FINISHED GOODS             , Footwear    , DASS                                               , "RUA JULIO HAUSER, 1640 - BAIRRO 7 DE SETEMBRO"                                                    , Ivoti                           , Rio Grande do Sul , 93900-000      , Brazil
"Avery Dennison (Suzhou) Co.,Ltd "                                                         , MATERIALS                  , Apparel     , AVERY DENNISON                                     , No 56 Yangpu Road                                                                                  , Suzhou                          , Jiangsu           , 215024         , China
Far Eastern Apparel (Vietnam) Limited                                                      , FINISHED GOODS             , Apparel     , FAR EASTERN                                        , No 46 Dai Lo Tu Do Vietnam Singapore Industrial Park                                               , Thuan An                        , Bình Duong        , 75000          , Vietnam
Sabrina Cambodia Garment Manufacturing                                                     , FINISHED GOODS             , Apparel     , SABRINA                                            , National Rd                                                                                        , Samrong Torng District          , Otdar Mean Chey   , 13256          , Cambodia
"U.S. Embroidery, LLC"                                                                     , FINISHED GOODS             , Apparel     , US EMBROIDERY                                      , 25999 SW Canyon Creek Rd                                                                           , Wilsonville                     , Oregon            , 97070          , USA
Asena 4                                                                                    , FINISHED GOODS             , Apparel     , YESIM                                              , LENIN STREET  243a                                                                                 , "KONGAZ,COMRAT"                 , Gagauzia-- Unitate, 3815           , Moldova
Interloop Limited Apparel Park                                                             , FINISHED GOODS             , Equipment   , INTERLOOP                                          , Bypass Khurrianwala                                                                                , Faisalabad                      , Punjab            , 37630          , Pakistan
Guangzhou Yisetong Clothing Co.Ltd                                                         , FINISHED GOODS             , Apparel     , GUANGZHOU YISETONG                                 , Jinshan Industrial Park 8 building 4F                                                              , Guangzhou                       , Guangdong         , 511400         , China
Textil H.J.Hering Ltda                                                                     , FINISHED GOODS             , Apparel     , TEXTIL H.J. HERING                                 , Rua Rio de Janeiro 965  Bairro dos Estados                                                         , Indaial                         , Santa Catarina    , 89086-723      , Brazil
EVEREST TEXTILES THAILAND-V                                                                , MATERIALS                  , Apparel     , EVEREST TEXTILE                                    , 49 Moo 1 Taladnadwatsoifa Road                                                                     , Banpong                         , Ratchaburi        , 70110          , Thailand
"WUXI BROTHERS PACKAGING CO., LTD "                                                        , FINISHED GOODS             , Equipment   , "WUXI BROTHERS PACKAGING CO., LTD"                 , No 88                                                                                              , Wuxi                            , Jiangsu           , 214199         , China
Fairway Enterprises Company Ltd (India Branch) - Unit 1                                    , FINISHED GOODS             , Footwear    , FENG TAY                                           , Plot no G 1B SIPCOT Industrial Park                                                                , KRISHNAGIRI                     , Tamil Nadu        , 635304         , India
Vertical Knits S.A. de C.V. (MDC - Tizimin)                                                , FINISHED GOODS             , Apparel     , VERTICAL KNITS                                     , tablaje catastral 2669 SN CP 97702                                                                 , Tizimin                         , Yucatán           , 97702          , Mexico
Vertical Knits S.A. de C.V. (MDC - Campeche)                                               , FINISHED GOODS             , Apparel     , VERTICAL KNITS S.A                                 , Avenida Baja Velocidad No 108                                                                      , Colonial Campeche               , Campeche          , 24087          , Mexico
YICHANE CO.LTD                                                                             , FINISHED GOODS             , Equipment   , YICHANE                                            , NO34 LANE 172 CHENGSI ST                                                                           , Tainan                          , Tainan            , 709            , Taiwan
KURARAY CO LTD (CLARINO) (TR1) (JAPAN)                                                     , MATERIALS                  , Footwear    , KURARAY                                            , 1 2 1  Kaigan dori  Minami ku                                                                      , Osaka                           , Ôsaka             , 7028601        , Japan
VIET NAM ARGENT OPTICAL LIMITED COMPANY                                                    , FINISHED GOODS             , Equipment   , VIET NAM ARGENT OPTICAL                            , Lot CN6 Ba Thien Industrial Park Ba Hien Town                                                      , Binh Xuyen                      , Vinh Phúc         , 280000         , Vietnam
Zentrix Huamantla                                                                          , FINISHED GOODS             , Apparel     , ZENTRIX                                            , Calle Virgen de la Caridad 1                                                                       , Huamantla                       , Tlaxcala          , 90500          , Mexico
"TKG TAEKWANG INDUSTRY CO., LTD."                                                          , FINISHED GOODS             , Footwear    , TAEKWANG                                           , 258 9 AN DONG                                                                                      , GIMHAE                          , Gyeongsangnamdo   , 62120          , South Korea
Far Eastern New Apparel (Vietnam) Ltd (MDC)                                                , FINISHED GOODS             , Apparel     , FAR EASTERN                                        , "D1 Street, Bac Dong Phu Industrial Park"                                                          , Binh Phuoc                      , Bình Phuc         , 83000          , Vietnam
"Thai Sock Co., Ltd."                                                                      , FINISHED GOODS             , Equipment   , THAI SOCKS                                         , 29 1 Moo 4                                                                                         , Prapradaeng                     , Samut Prakan      , 10130          , Thailand
Marbelys                                                                                   , FINISHED GOODS             , Apparel     , MARBELYS                                           , 4ta Calle Final 4 00 zona 2                                                                        , San Pedro Sacatepequez          , Guatemala         , 1058           , Guatemala
"Fanatics Licensed Sports Group, LLC. - Hoover"                                            , FINISHED GOODS             , Apparel     , FANATICS                                           , 6290 Hoover Blvd                                                                                   , Tampa                           , Florida           , 33364          , USA
PPSEC COMPANY LIMITED                                                                      , FINISHED GOODS - COMPONENTS, Apparel     , SEC ACCESSORIES                                    , Phnom Penh Special Economic Zone                                                                   , Phnom Penh                      , Phnom Penh        , 120907         , Cambodia
"FASHION GARMENTS MEKONG CO., LTD"                                                         , FINISHED GOODS             , Apparel     , FASHION GARMENTS                                   , 818B Highway 30 Hamlet 3 An Hoa Commune                                                            , Tam Nong                        , Ðng Tháp          , 870000         , Vietnam
PROMAX TEXTILE (VIETNAM) CO. LTD                                                           , MATERIALS                  , Apparel     , PROMAX TEXTILE                                     , NO 33 6TH ROAD FORMOSA ZONE                                                                        , Dong Nai                        , Ðng Nai           , 76000          , Vietnam
Hi-Tech Savannakhet Apparel Sole Company Limited                                           , FINISHED GOODS             , Apparel     , HI TECH                                            , Lot 241 242 245 246                                                                                , Phomvihane                      , Savannakhét       , 13000          , Laos
"Hi-Tech Chaiyaphum Apparel (2020) Co.,Ltd."                                               , FINISHED GOODS             , Apparel     , HI TECH                                            , 9 Moo 11 Tambol Naseiw                                                                             , Muang                           , Chaiyaphum        , 36000          , Thailand
ECI ELASTIC CO LTD                                                                         , MATERIALS                  , Apparel     , ECI                                                , No 13 15 Shin Yeh Rd                                                                               , Changhua                        , Changhua          , 506            , Taiwan
YRC TEXTILE                                                                                , MATERIALS                  , Apparel     , YRC TEXTILE                                        , 134 Moo 6 Sathakit 1 St Road                                                                       , Kratoomband                     , Samut Sakhon      , 74130          , Thailand
"Viet Hong Garment Export Co., Ltd."                                                       , FINISHED GOODS             , Apparel     , SOUTH ISLAND                                       , 425B Nguyen Dinh Chieu St W 8                                                                      , Ben Tre                         , Bn Tre            , 150513490      , Vietnam
SIMONA TANNING (ZHONGSHAN) CO. LIMITED                                                     , MATERIALS                  , Footwear    , SIMONA TANNING                                     , Fu Ze 2nd Street Fu Ze Road                                                                        , Zhongshan                       , Guangdong         , 528445         , China
VIETNAM JINTAI TEXTILE TECHNOLOGY COMPANY LIMITED                                          , MATERIALS                  , Apparel     , JOV GARMENT ACCESSORIAL MATERIAL                   , LOT TMDV1  UYEN HUNG COMMERCIAL SERVICE AND RESIDENTIAL AREA QUARTER 7                             , Tan Uyen                        , Bình Duong        , 75406          , Vietnam
"Suzhou Blue Seagull Fashion Co., Ltd"                                                     , FINISHED GOODS             , Equipment   , SUZHOU BLUE SEAGULL FASHION                        , Liantang Industrial Concentration Zone Eastern District                                            , Changshu                        , Jiangsu           , 215551         , China
Longway Vietnam Company Limited                                                            , FINISHED GOODS             , Equipment   , LONGWAY                                            , Lot HC1 and Lot 01HC2 Route 3                                                                      , Duc Hoa                         , Long An           , 863900         , Vietnam
SADESA THAILAND (KABINBURI)                                                                , MATERIALS                  , Footwear    , SADESA                                             , 139 2 MOO 5 SUWANASSORN ROAD TAMBON NONSRI                                                         , Kabinburi                       , Prachin Buri      , 25110          , Thailand
"MARVEL GARMENT CO.,LTD."                                                                  , FINISHED GOODS             , Apparel     , SHENZHOU                                           , PPSEZ Beung Thom 3 village                                                                         , Phnom Penh                      , Phnom Penh        , 120909         , Cambodia
"Asia Caps (Thailand) Co., Ltd."                                                           , FINISHED GOODS             , Apparel     , ASIA CAPS                                          , 6Anamai Ngamcharoen Road Thakam Bangkhunthien                                                      , Bangkok                         , Bangkok           , 10150          , Thailand
SAN FANG (TR1) (INDONESIA)                                                                 , MATERIALS                  , Footwear    , SAN FANG                                           , JL MODERN INDUSTRI IV NO 10 12 16 18                                                               , "Serang , Banten"               , Banten            , 42185          , Indonesia
Ramatex Textiles Industrial Sdn Bhd                                                        , MATERIALS                  , Apparel     , RAMATEX                                            , PLO 230 Sri Gading Industrial Estate                                                               , Johor                           , Johor             , 83000          , Malaysia
NAN YANG                                                                                   , MATERIALS                  , Apparel     , NAN YANG                                           , 19 Moo 5 Setakit Road Tamai                                                                        , Krathoomban                     , Samut Sakhon      , 74000          , Thailand
VIMAL CLOTHING ENTERPRISE CC                                                               , FINISHED GOODS             , Apparel     , VIMAL CLOTHING                                     , 4 Fairways Avenue                                                                                  , Durban                          , Kwazulu-Natal     , 4300           , South Africa
framas Korea                                                                               , FINISHED GOODS - COMPONENTS, Footwear    , FRAMAS                                             , 1426 Nakdong Street                                                                                , Busan                           , Busan Gwangyeogsi , 46904          , South Korea
